"year","zone","indicator","measure","value"
"2008-2009","S01001798","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",537
"2008-2009","S01001798","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",657
"2008-2009","S01001798","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",489
"2008-2009","S01001799","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",34
"2008-2009","S01001799","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",34
"2008-2009","S01001799","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",37
"2008-2009","S01001799","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",31
"2008-2009","S01001799","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",26
"2008-2009","S01001799","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",26
"2008-2009","S01001799","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",32
"2008-2009","S01001799","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",15
"2008-2009","S01001799","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",51
"2008-2009","S01001799","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",64
"2008-2009","S01001799","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",71
"2008-2009","S01001799","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",77
"2008-2009","S01001799","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",85
"2008-2009","S01001799","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",38
"2008-2009","S01001799","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",54
"2008-2009","S01001799","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",66
"2008-2009","S01001799","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",74
"2008-2009","S01001799","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",86
"2008-2009","S01001799","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",39
"2008-2009","S01001799","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",17
"2008-2009","S01001799","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",315
"2008-2009","S01001799","Estimated Median Gross Total Household Income Per Week","Median",424
"2008-2009","S01001799","Estimated Median Net Total Household Income Per Week","Median",318
"2008-2009","S01001799","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",279
"2008-2009","S01001799","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",309
"2008-2009","S01001799","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",311
"2008-2009","S01001799","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",362
"2008-2009","S01001799","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",248
"2008-2009","S01001800","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",8
"2008-2009","S01001800","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",8
"2008-2009","S01001800","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",15
"2008-2009","S01001800","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",13
"2008-2009","S01001800","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",19
"2008-2009","S01001800","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",11
"2008-2009","S01001800","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",14
"2008-2009","S01001800","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",3
"2008-2009","S01001800","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",17
"2008-2009","S01001800","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",22
"2008-2009","S01001800","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",29
"2008-2009","S01001800","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",40
"2008-2009","S01001800","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",61
"2008-2009","S01001800","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",17
"2008-2009","S01001800","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",21
"2008-2009","S01001800","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",28
"2008-2009","S01001800","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",40
"2008-2009","S01001800","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",61
"2008-2009","S01001800","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",9
"2008-2009","S01001800","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",4
"2008-2009","S01001800","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",599
"2008-2009","S01001800","Estimated Median Gross Total Household Income Per Week","Median",631
"2008-2009","S01001800","Estimated Median Net Total Household Income Per Week","Median",562
"2008-2009","S01001800","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",428
"2008-2009","S01001800","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",384
"2008-2009","S01001800","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",459
"2008-2009","S01001800","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",566
"2008-2009","S01001800","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",377
"2008-2009","S01001801","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",6
"2008-2009","S01001801","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",6
"2008-2009","S01001801","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",14
"2008-2009","S01001801","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",12
"2008-2009","S01001801","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",16
"2008-2009","S01001801","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",10
"2008-2009","S01001801","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",11
"2008-2009","S01001801","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01001801","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",17
"2008-2009","S01001801","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",20
"2008-2009","S01001801","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",22
"2008-2009","S01001801","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",26
"2008-2009","S01001801","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",39
"2008-2009","S01001801","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",16
"2008-2009","S01001801","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",19
"2008-2009","S01001801","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",21
"2008-2009","S01001801","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",27
"2008-2009","S01001801","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",37
"2008-2009","S01001801","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01001801","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",1
"2008-2009","S01001801","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",703
"2008-2009","S01001801","Estimated Median Gross Total Household Income Per Week","Median",740
"2008-2009","S01001801","Estimated Median Net Total Household Income Per Week","Median",645
"2008-2009","S01001801","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",531
"2008-2009","S01001801","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",564
"2008-2009","S01001801","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",568
"2008-2009","S01001801","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",676
"2008-2009","S01001801","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",486
"2008-2009","S01001802","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",8
"2008-2009","S01001802","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",8
"2008-2009","S01001802","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",12
"2008-2009","S01001802","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",9
"2008-2009","S01001802","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",17
"2008-2009","S01001802","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",5
"2008-2009","S01001802","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",8
"2008-2009","S01001802","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01001802","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",17
"2008-2009","S01001802","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",24
"2008-2009","S01001802","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",33
"2008-2009","S01001802","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",46
"2008-2009","S01001802","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",66
"2008-2009","S01001802","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",15
"2008-2009","S01001802","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",22
"2008-2009","S01001802","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",30
"2008-2009","S01001802","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",44
